Year,Make,Make,Model,Engine,No_Of_Cylinder,Size,Fuel_Type,No_Of_Cylinder,Fuel_Type
2015,Lincoln,LINCOLN,MKC,4-140  2.3L DOHC,4,2.3L,,4,
2015,Lincoln,LINCOLN,MKC,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Lincoln,LINCOLN,MKS,V6-3496 3.5L DOHC,6,3.5L,,6,
2015,Lincoln,LINCOLN,MKS,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKT,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Lincoln,LINCOLN,MKT,V6-3496 3.5L DOHC,6,3.5L,,6,
2015,Lincoln,LINCOLN,MKT,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKX,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKZ,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Lincoln,LINCOLN,MKZ,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKZ HYBRID,4-1999 2.0L DOHC,4,2.0L,Hybrid,4,Hybrid
2015,Lincoln,LINCOLN,NAVIGATOR,V6-3496 3.5L DOHC,6,3.5L,,6,
2015,Maserati,MASERATI,GHIBLI,V6-2979 3.0L DOHC,6,3.0L,,6,
2015,Maserati,MASERATI,GRANTURISMO,V8-4691 4.7L DOHC,8,4.7L,,8,
2015,Maserati,MASERATI,QUATTROPORTE,V6-2979 3.0L DOHC,6,3.0L,,6,
2015,Maserati,MASERATI,QUATTROPORTE,V8-3799 3.8L DOHC,8,3.8L,,8,
2015,Mazda,MAZDA,3 Series,4-1998 2.0L SKYACTV,4,2.0L,,4,
2015,Mazda,MAZDA,3 Series,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Mazda,MAZDA,3 Series,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,5 Series,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,6 Series,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,CX-5,4-1997 2.0L DOHC,4,2.0L,,4,
2015,Mazda,MAZDA,CX-5,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,CX-9,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Mazda,MAZDA,MX-5 MIATA,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,C250,4-1796 1.8L DOHC,4,1.8L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,C300,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,C350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,C400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,C63,V8-3982 4.0L DOHC,8,4.0L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,C63,V8-6208 6.2L DOHC,8,6.2L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,CLA250,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,CLA45,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,CLS400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,CLS550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,CLS63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,E250,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,E350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,E400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,E400 HYBRID,V6-3498 3.5L DOHC,6,3.5L,Hybrid,6,Hybrid
2015,Mercedes-Benz,MERCEDES BENZ,E550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,E63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,G550,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,G63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,GL350,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,GL450,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,GL550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,GL63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,GLA250,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,GLA45,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,GLK250,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,GLK350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,ML250,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,ML350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,ML400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,ML63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,S550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,S550 HYBRID,V6-2996 3.0L DOHC,6,3.0L,Hybrid,6,Hybrid
2015,Mercedes-Benz,MERCEDES BENZ,S600,12-5980 6.0L SOHC,12,6.0L,,12,
2015,Mercedes-Benz,MERCEDES BENZ,S63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,S65,12-5980 6.0L SOHC,12,6.0L,,12,
2015,Mercedes-Benz,MERCEDES BENZ,SL400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,SL550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SL63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SL65,12-5980 6.0L SOHC,12,6.0L,,12,
2015,Mercedes-Benz,MERCEDES BENZ,SLK250,4-1796 1.8L DOHC,4,1.8L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,SLK350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,SLK55,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SLS,V8-6208 6.2L DOHC,8,6.2L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 2500,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 2500,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 3500,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 3500,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Mini,MINI,COOPER CONVERTIBLE,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,COOPER COUPE,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,COOPER HARDTOP,3-1499 1.5L DOHC,3,1.5L,,3,
2015,Mini,MINI,COOPER HARDTOP,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Mini,MINI,COUNTRYMAN,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,PACEMAN,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,ROADSTER,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mitsubishi Fuso,MITSU FUSO,FE130,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi Fuso,MITSU FUSO,FE160,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi Fuso,MITSU FUSO,FE180,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi Fuso,MITSU FUSO,FG,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi,MITSUBISHI,LANCER,4-122  2.0L DOHC,4,2.0L,,4,
2015,Mitsubishi,MITSUBISHI,LANCER,4-2360 2.4L DOHC,4,2.4L,,4,
2015,Mitsubishi,MITSUBISHI,MIRAGE,3-1193 1.2L DOHC,3,1.2L,,3,
2015,Mitsubishi,MITSUBISHI,OUTLANDER,4-2360 2.4L SOHC,4,2.4L,,4,
2015,Mitsubishi,MITSUBISHI,OUTLANDER,V6-2998 3.0L SOHC,6,3.0L,,6,
2015,Mitsubishi,MITSUBISHI,OUTLANDER SPORT,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Mitsubishi,MITSUBISHI,OUTLANDER SPORT,4-2360 2.4L DOHC,4,2.4L,,4,
2015,Mobility Ventures,MOBILITY VENTURES-VPG,MV-1,V6-3731 3.7L DOHC,6,3.7L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,370Z,V6-3700 3.7L DOHC,6,3.7L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,ALTIMA,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,ALTIMA,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,ARMADA,V8-5552 5.6L DOHC,8,5.6L,,8,
2015,Nissan/Datsun,NISSAN-DATSUN,FRONTIER PICKUP,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,FRONTIER PICKUP,V6-3954 4.0L DOHC,6,4.0L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,GT-R,V6-3799 3.8L DOHC,6,3.8L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,JUKE,4-1618 1.6L DOHC,4,1.6L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,MURANO,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,NV 1500,V6-3954 4.0L DOHC,6,4.0L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,NV 200,4-2000 2.0L DOHC,4,2.0L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,NV 2500 HD,V6-3954 4.0L DOHC,6,4.0L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,NV 2500 HD,V8-5552 5.6L DOHC,8,5.6L,,8,
2015,Nissan/Datsun,NISSAN-DATSUN,NV 3500 HD,V6-3954 4.0L DOHC,6,4.0L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,NV 3500 HD,V8-5552 5.6L DOHC,8,5.6L,,8,
2015,Nissan/Datsun,NISSAN-DATSUN,PATHFINDER,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,QUEST MINIVAN,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Nissan/Datsun,NISSAN-DATSUN,ROGUE,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,ROGUE SELECT,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,SENTRA,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,TITAN,V8-5552 5.6L DOHC,8,5.6L,,8,
2015,Nissan/Datsun,NISSAN-DATSUN,VERSA,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,VERSA NOTE,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Nissan/Datsun,NISSAN-DATSUN,XTERRA,V6-3954 4.0L DOHC,6,4.0L,,6,
2015,Peterbilt,PETERBILT,210,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Peterbilt,PETERBILT,220,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Peterbilt,PETERBILT,337,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Peterbilt,PETERBILT,337,6-505  8.3L Dsl,6,8.3L,Diesel,6,Diesel
2015,Porsche,PORSCHE,911 Series,6-3436 3.4L DOHC,6,3.4L,,6,
2015,Porsche,PORSCHE,911 Series,6-3800 3.8L DOHC,6,3.8L,,6,
2015,Porsche,PORSCHE,918 SPYDER,V8-4600 4.6L DOHC,8,4.6L,,8,
2015,Porsche,PORSCHE,BOXSTER,6-2706 2.7L DOHC,6,2.7L,,6,
2015,Porsche,PORSCHE,BOXSTER,6-3436 3.4L DOHC,6,3.4L,,6,
2015,Porsche,PORSCHE,CAYENNE,V6-2967 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Porsche,PORSCHE,CAYENNE,V6-3605 3.6L DOHC,6,3.6L,,6,
2015,Porsche,PORSCHE,CAYENNE,V8-4806 4.8L DOHC,8,4.8L,,8,
2015,Porsche,PORSCHE,CAYENNE HYBRID,V6-2995 3.0L DOHC,6,3.0L,Hybrid,6,Hybrid
2015,Porsche,PORSCHE,CAYMAN,6-2706 2.7L DOHC,6,2.7L,,6,
2015,Porsche,PORSCHE,CAYMAN,6-3436 3.4L DOHC,6,3.4L,,6,
2015,Porsche,PORSCHE,MACAN,V6-2997 3.0L DOHC,6,3.0L,,6,
2015,Porsche,PORSCHE,MACAN,V6-3605 3.6L DOHC,6,3.6L,,6,
2015,Porsche,PORSCHE,PANAMERA,V6-2997 3.0L TURBO,6,3.0L,,6,
2015,Porsche,PORSCHE,PANAMERA,V6-3605 3.6L DOHC,6,3.6L,,6,
2015,Porsche,PORSCHE,PANAMERA,V8-4806 4.8L DOHC,8,4.8L,,8,
2015,Porsche,PORSCHE,PANAMERA HYBRID,V6-2995 3.0L DOHC,6,3.0L,Hybrid,6,Hybrid
2015,Rolls Royce,ROLLS ROYCE,GHOST,12-6592 6.6L DOHC,12,6.6L,,12,
2015,Rolls Royce,ROLLS ROYCE,PHANTOM,12-6749 6.7L,12,6.7L,,12,
2015,Rolls Royce,ROLLS ROYCE,WRAITH,12-6592 6.6L DOHC,12,6.6L,,12,
2015,Scion,SCION,FR-S,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Scion,SCION,iQ,4-1329 1.3L DOHC,4,1.3L,,4,
2015,Scion,SCION,tC,4-2494 2.5L DOHC,4,2.5L,,4,
2015,Scion,SCION,xB,4-2362 2.4L DOHC,4,2.4L,,4,
2015,Smart,SMART,FORTWO,3-999  1.0L DOHC,3,1.0L,,3,
2015,Subaru,SUBARU,BRZ,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Subaru,SUBARU,FORESTER,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Subaru,SUBARU,FORESTER,4-2498 2.5L DOHC,4,2.5L,,4,
2015,Subaru,SUBARU,IMPREZA,4-1995 2.0L DOHC,4,2.0L,,4,
2015,Subaru,SUBARU,LEGACY,4-2498 2.5L DOHC,4,2.5L,,4,
2015,Subaru,SUBARU,LEGACY,6-3600 3.6L DOHC,6,3.6L,,6,
2015,Subaru,SUBARU,OUTBACK,4-2498 2.5L DOHC,4,2.5L,,4,
2015,Subaru,SUBARU,OUTBACK,6-3600 3.6L DOHC,6,3.6L,,6,
2015,Subaru,SUBARU,WRX,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Subaru,SUBARU,WRX,4-2457 2.5L DOHC,4,2.5L,,4,
2015,Subaru,SUBARU,XV CROSSTREK,4-1995 2.0L DOHC,4,2.0L,,4,
2015,Subaru,SUBARU,XV CROSSTREK HYBRID,4-1995 2.0L DOHC,4,2.0L,Hybrid,4,Hybrid
2015,Toyota,TOYOTA,4 RUNNER,V6-3955 4.0L DOHC,6,4.0L,,6,
2015,Toyota,TOYOTA,AVALON,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Toyota,TOYOTA,AVALON HYBRID,4-2494 2.5L DOHC,4,2.5L,Hybrid,4,Hybrid
2015,Toyota,TOYOTA,CAMRY,4-2494 2.5L DOHC,4,2.5L,,4,
2015,Toyota,TOYOTA,CAMRY,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Toyota,TOYOTA,CAMRY HYBRID,4-2494 2.5L DOHC,4,2.5L,Hybrid,4,Hybrid
2015,Toyota,TOYOTA,COROLLA,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Toyota,TOYOTA,HIGHLANDER,4-2672 2.7L DOHC,4,2.7L,,4,
2015,Toyota,TOYOTA,HIGHLANDER,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Toyota,TOYOTA,HIGHLANDER HYBRID,V6-3456 3.5L DOHC,6,3.5L,Hybrid,6,Hybrid
2015,Toyota,TOYOTA,LAND CRUISER,V8-5663 5.7L DOHC,8,5.7L,,8,
2015,Toyota,TOYOTA,PRIUS,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Toyota,TOYOTA,PRIUS C,4-1497 1.5L DOHC,4,1.5L,,4,
2015,Toyota,TOYOTA,PRIUS V,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Toyota,TOYOTA,RAV4,4-2494 2.5L DOHC,4,2.5L,,4,
2015,Toyota,TOYOTA,SEQUOIA,V8-5663 5.7L DOHC,8,5.7L,,8,
2015,Toyota,TOYOTA,SIENNA,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Toyota,TOYOTA,TACOMA PICKUP,4-2694 2.7L DOHC,4,2.7L,,4,
2015,Toyota,TOYOTA,TACOMA PICKUP,V6-3955 4.0L DOHC,6,4.0L,,6,
2015,Toyota,TOYOTA,TUNDRA PICKUP,V8-4608 4.6L DOHC,8,4.6L,,8,
2015,Toyota,TOYOTA,TUNDRA PICKUP,V8-5663 5.7L DOHC,8,5.7L,,8,
2015,Toyota,TOYOTA,VENZA,4-2672 2.7L DOHC,4,2.7L,,4,
2015,Toyota,TOYOTA,VENZA,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Toyota,TOYOTA,YARIS,4-1497 1.5L DOHC,4,1.5L,,4,
2015,Volkswagen,VOLKSWAGEN,BEETLE,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Volkswagen,VOLKSWAGEN,BEETLE,4-1968 2.0L Dsl,4,2.0L,Diesel,4,Diesel
2015,Volkswagen,VOLKSWAGEN,BEETLE,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,CC,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,CC,V6-3597 3.6L,6,3.6L,,6,
2015,Volkswagen,VOLKSWAGEN,EOS,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,GOLF,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Volkswagen,VOLKSWAGEN,GOLF,4-1968 2.0L Dsl,4,2.0L,Diesel,4,Diesel
2015,Volkswagen,VOLKSWAGEN,GOLF,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,GOLF R,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,GOLF SPORTWAGEN,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Volkswagen,VOLKSWAGEN,GOLF SPORTWAGEN,4-1968 2.0L Dsl,4,2.0L,Diesel,4,Diesel
2015,Volkswagen,VOLKSWAGEN,GTI,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,JETTA,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Volkswagen,VOLKSWAGEN,JETTA,4-1968 2.0L Dsl,4,2.0L,Diesel,4,Diesel
2015,Volkswagen,VOLKSWAGEN,JETTA,4-1984 2.0L SOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,JETTA GLI,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,JETTA HYBRID,4-1395 1.4L DOHC,4,1.4L,Hybrid,4,Hybrid
2015,Volkswagen,VOLKSWAGEN,PASSAT,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Volkswagen,VOLKSWAGEN,PASSAT,4-1968 2.0L Dsl,4,2.0L,Diesel,4,Diesel
2015,Volkswagen,VOLKSWAGEN,PASSAT,V6-3597 3.6L,6,3.6L,,6,
2015,Volkswagen,VOLKSWAGEN,TIGUAN,4-1984 2.0L DOHC,4,2.0L,,4,
2015,Volkswagen,VOLKSWAGEN,TOUAREG,V6-2967 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Volkswagen,VOLKSWAGEN,TOUAREG,V6-3597 3.6L,6,3.6L,,6,
2015,Volkswagen,VOLKSWAGEN,TOUAREG HYBRID,V6-2995 3.0L DOHC,6,3.0L,Hybrid,6,Hybrid
2015,Volvo,VOLVO,S60,4-1969 2.0L DOHC,4,2.0L,,4,
2015,Volvo,VOLVO,S60,5-2500 2.5L DOHC,5,2.5L,,5,
2015,Volvo,VOLVO,S60,6-2953 3.0L DOHC,6,3.0L,,6,
2015,Volvo,VOLVO,S80,4-1969 2.0L DOHC,4,2.0L,,4,
2015,Volvo,VOLVO,S80,6-2953 3.0L DOHC,6,3.0L,,6,
2015,Volvo,VOLVO,V60,4-1969 2.0L DOHC,4,2.0L,,4,
2015,Volvo,VOLVO,V60,5-2500 2.5L DOHC,5,2.5L,,5,
2015,Volvo,VOLVO,V60,6-2953 3.0L DOHC,6,3.0L,,6,
2015,Volvo,VOLVO,XC60,4-1969 2.0L DOHC,4,2.0L,,4,
2015,Volvo,VOLVO,XC60,5-2500 2.5L DOHC,5,2.5L,,5,
2015,Volvo,VOLVO,XC60,6-2953 3.0L DOHC,6,3.0L,,6,
2015,Volvo,VOLVO,XC60,6-3192 3.2L DOHC,6,3.2L,,6,
2015,Volvo,VOLVO,XC70,4-1969 2.0L DOHC,4,2.0L,,4,
2015,Volvo,VOLVO,XC70,6-2953 3.0L DOHC,6,3.0L,,6,
2015,Volvo,VOLVO,XC70,6-3192 3.2L DOHC,6,3.2L,,6,
